Date,ticker,value,avg_ann,seasonal_factor,value_sa
2004-05-01,TotalFruitVeg,694462094,613651690.25,1.1316877392076898,22.71984469521227
2004-06-01,TotalFruitVeg,1134193771,639613332.75,1.7732491068057712,22.761281033945092
2004-07-01,TotalFruitVeg,1133046580,643233435.5833334,1.7614858266384528,22.766924907448995
2004-08-01,TotalFruitVeg,878286072,650354779.1666666,1.350472234747615,22.777935235842182
2004-09-01,TotalFruitVeg,522867711,650613123.75,0.8036538027181165,22.778332393352603
2004-10-01,TotalFruitVeg,348774901,654487695.9166666,0.5328975673278481,22.78426999371493
2004-11-01,TotalFruitVeg,168879758,655328274.5833334,0.2577025355839805,22.785553500407463
2004-12-01,TotalFruitVeg,358226003,658141910.5833334,0.5442990291903644,22.789837785403787
2005-01-01,TotalFruitVeg,598907274,664754651.75,0.9009448409625214,22.799835235594433
2005-02-01,TotalFruitVeg,762730613,664426518.1666666,1.1479532982888478,22.799341497648957
2005-03-01,TotalFruitVeg,610207766,647891006.25,0.9418370684474986,22.77413968972582
2005-04-01,TotalFruitVeg,679900815,657540279.8333334,1.0340063352047943,22.788923232031678
2005-05-01,TotalFruitVeg,842603635,669885408.25,1.257832495861056,22.80752387304688
2005-06-01,TotalFruitVeg,1145958956,670865840.3333334,1.708179023440226,22.8089863848426
2005-07-01,TotalFruitVeg,1084760812,666842026.3333334,1.6267133281395227,22.802970383537424
2005-08-01,TotalFruitVeg,919154880,670247760.3333334,1.3713658357364418,22.808064643323533
2005-09-01,TotalFruitVeg,597441653,676462255.5,0.8831854965188076,22.81729386001501
2005-10-01,TotalFruitVeg,276454146,670435525.9166666,0.412350084852697,22.808344747635246
2005-11-01,TotalFruitVeg,211731964,674006543.0833334,0.31413933020798834,22.813657026456234
2005-12-01,TotalFruitVeg,547974611,689818927.0833334,0.7943745662603457,22.836846346387333
2006-01-01,TotalFruitVeg,624872032,691982656.9166666,0.9030168975394588,22.839978100796728
2006-02-01,TotalFruitVeg,486703461,668980394.25,0.7275302313540111,22.80617196139726
2006-03-01,TotalFruitVeg,628258582,670484628.9166666,0.9370216033365399,22.80841798540387
2006-04-01,TotalFruitVeg,500305730,655518371.8333334,0.763221522839643,22.78584353776897
2006-05-01,TotalFruitVeg,736300063,646659740.8333334,1.1386205395300308,22.77223746103264
2006-06-01,TotalFruitVeg,969290815,631937395.75,1.5338399365488096,22.749207539635034
2006-07-01,TotalFruitVeg,1058267786,629729643.5833334,1.6805113063729504,22.745707797862835
2006-08-01,TotalFruitVeg,1336691831,664524389.5,2.011501537220855,22.79948878876851
2006-09-01,TotalFruitVeg,902568974,689951666.25,1.3081626121806615,22.837038753976998
2006-10-01,TotalFruitVeg,444940481,703992194.1666666,0.6320247364769255,22.857184476017405
2006-11-01,TotalFruitVeg,226968616,705261915.1666666,0.32182173901501976,22.85898645244617
2006-12-01,TotalFruitVeg,430474451,695470235.1666666,0.6189689065511748,22.845005421890374
2007-01-01,TotalFruitVeg,958203059,723247820.75,1.324861315180119,22.884169138468824
2007-02-01,TotalFruitVeg,902290547,757880077.9166666,1.190545276609332,22.93094237232514
2007-03-01,TotalFruitVeg,770287161,769715792.8333334,1.0007423105670774,22.9464385542493
2007-04-01,TotalFruitVeg,908071406,803696265.8333334,1.1298688877923833,22.989638626740586
2007-05-01,TotalFruitVeg,1167206168,839605107.9166666,1.3901846915822347,23.033348879430445
2007-06-01,TotalFruitVeg,1075877125,848487300.4166666,1.2679943759578594,23.043872325215744
2007-07-01,TotalFruitVeg,1319918306,870291510.4166666,1.5166392986736903,23.06924543272212
2007-08-01,TotalFruitVeg,1114185522,851749318,1.3081143693971236,23.047709463588596
2007-09-01,TotalFruitVeg,1040466439,863240773.4166666,1.2053027046925535,23.061110855771418
2007-10-01,TotalFruitVeg,706729220,885056501.6666666,0.7985131103710835,23.08606869441343
2007-11-01,TotalFruitVeg,336101124,894150877.3333334,0.37588860282994924,23.096291735278406
2007-12-01,TotalFruitVeg,517515702,901404314.9166666,0.5741216160562128,23.10437110490292
2008-01-01,TotalFruitVeg,904198432,896903929.3333334,1.0081329810563866,23.09936596188273
2008-02-01,TotalFruitVeg,1001756623,905192769,1.1066776683453599,23.10856513318987
2008-03-01,TotalFruitVeg,929630127,918471349.5,1.0121492929595186,23.123127919215456
2008-04-01,TotalFruitVeg,1018774131,927696576.5833334,1.0981760165075756,23.13312192218515
2008-05-01,TotalFruitVeg,1468365202,952793162.75,1.541116434716985,23.159815049812536
2008-06-01,TotalFruitVeg,1571868229,994125754.75,1.5811563290554616,23.202280920239648
2008-07-01,TotalFruitVeg,2070445632,1056669698.5833334,1.9594066478634014,23.263294655273143
2008-08-01,TotalFruitVeg,1604436553,1097523951.1666667,1.4618692843053545,23.301229175849958
2008-09-01,TotalFruitVeg,1256396159,1115518094.5,1.1262893584555835,23.317491442470445
2008-10-01,TotalFruitVeg,721093928,1116715153.5,0.6457277182457433,23.318563964005385
2008-11-01,TotalFruitVeg,390804830,1121273795.6666667,0.3485364872614742,23.322637843345277
2008-12-01,TotalFruitVeg,733951352,1139310099.8333333,0.6442068336859016,23.338595390363363
2009-01-01,TotalFruitVeg,1034836641,1150196617.25,0.8997041249123009,23.348105386017345
2009-02-01,TotalFruitVeg,1066389561,1155582695.4166667,0.9228154464665927,23.352777201687985
2009-03-01,TotalFruitVeg,1469077486,1200536642,1.2236840048069104,23.39094114523017
2009-04-01,TotalFruitVeg,1020343550,1200667426.9166667,0.8498136345884377,23.39105007800976
2009-05-01,TotalFruitVeg,1305051598,1187057959.9166667,1.099400064754729,23.379650430080268
2009-06-01,TotalFruitVeg,1717379105,1199183866.25,1.4321232576039087,23.38981370068932
2009-07-01,TotalFruitVeg,1929917912,1187473222.9166667,1.625230678684058,23.38000019428403
2009-08-01,TotalFruitVeg,1388038816,1169440078.1666667,1.1869259844215625,23.364697555325463
2009-09-01,TotalFruitVeg,1210460695,1165612122.8333333,1.0384764119110654,23.361418863088222
2009-10-01,TotalFruitVeg,524315248,1149213899.5,0.4562381713518424,23.347250629719873
2009-11-01,TotalFruitVeg,338593661,1144862968.75,0.2957503825717133,23.343457438631038
2009-12-01,TotalFruitVeg,1034712590,1169926405.25,0.8844253667211602,23.365113332069967
2010-01-01,TotalFruitVeg,1135650328,1178327545.8333333,0.9637815325761979,23.372268585804473
2010-02-01,TotalFruitVeg,1252529379,1193839197.3333333,1.0491608767728204,23.385346817035025
2010-03-01,TotalFruitVeg,1166437000,1168619156.8333333,0.9981327048931439,23.3639953307156
2010-04-01,TotalFruitVeg,1015012763,1168174924.5833333,0.8688876482792477,23.36361512412497
2010-05-01,TotalFruitVeg,1029344431,1145199327.3333333,0.8988342958573784,23.343751193596855
2010-06-01,TotalFruitVeg,2314983636,1194999704.9166667,1.937225278362253,23.386318425186197
2010-07-01,TotalFruitVeg,2148436760,1213209608.9166667,1.77087021419031,23.40144190384251
2010-08-01,TotalFruitVeg,1928886915,1258280283.8333333,1.5329548907209076,23.437918421335546
2010-09-01,TotalFruitVeg,1652912959,1295151305.8333333,1.2762315503642825,23.466800013542166
2010-10-01,TotalFruitVeg,643140950,1305053447.6666667,0.4928081306937165,23.474416482736803
2010-11-01,TotalFruitVeg,591490438,1326128179.0833333,0.4460281044694029,23.490436039801594
2010-12-01,TotalFruitVeg,1006084407,1323742497.1666667,0.7600302998154241,23.488635436789064
2011-01-01,TotalFruitVeg,1118531508,1322315928.8333333,0.8458882507653596,23.487557177550695
2011-02-01,TotalFruitVeg,1306935520,1326849773.9166667,0.9849913273468158,23.49098002837889
2011-03-01,TotalFruitVeg,1308194535,1338662901.8333333,0.9772397018012481,23.49984376807628
2011-04-01,TotalFruitVeg,976004584,1335412220.25,0.7308639004496185,23.497412510137618
2011-05-01,TotalFruitVeg,1550190427,1378816053.25,1.1242909620511412,23.529397685241335
2011-06-01,TotalFruitVeg,2211213762,1370168563.75,1.613826079871627,23.523106258239316
2011-07-01,TotalFruitVeg,2023959901,1359795492.1666667,1.488429629793131,23.515506801768296
2011-08-01,TotalFruitVeg,1917931039,1358882502.5,1.4114031459463876,23.51483515937241
2011-09-01,TotalFruitVeg,1613312979,1355582504.1666667,1.1901252590979483,23.512403741062748
2011-10-01,TotalFruitVeg,878495593,1375195391.0833333,0.6388151085264694,23.526768310363387
2011-11-01,TotalFruitVeg,573846960,1373725101.25,0.41773056303465433,23.52569858864707
2011-12-01,TotalFruitVeg,1327931061,1400545655.75,0.9481526400429163,23.545034401528365
2012-01-01,TotalFruitVeg,1598231128,1440520624.0833333,1.1094816008045876,23.57317707948317
2012-02-01,TotalFruitVeg,1517195322,1458042274.25,1.0405701870204194,23.58526711458504
2012-03-01,TotalFruitVeg,1369961451,1463189517.25,0.9362843533589429,23.588791140540007
2012-04-01,TotalFruitVeg,1281670544,1488661680.5833333,0.8609548836494376,23.606050002116813
2012-05-01,TotalFruitVeg,2043207713,1529746454.4166667,1.3356512166450025,23.633274492338792
2012-06-01,TotalFruitVeg,2431468704,1548101032.9166667,1.5706137082145364,23.6452015265142
2012-07-01,TotalFruitVeg,2357254651,1575875595.4166667,1.4958380330629677,23.662983538136057
2012-08-01,TotalFruitVeg,2306315506,1608240967.6666667,1.4340609102541033,23.683313501778066
2012-09-01,TotalFruitVeg,1656337961,1611826382.8333333,1.0276156158260807,23.68554042206148
2012-10-01,TotalFruitVeg,1182664246,1637173770.5833333,0.7223816232889015,23.701143931342685
2012-11-01,TotalFruitVeg,681022419,1646105058.8333333,0.4137174692134598,23.70658441370417
2012-12-01,TotalFruitVeg,1151720784,1631420869.0833333,0.7059617820428714,23.69762382066844
2013-01-01,TotalFruitVeg,1797573425,1648032727.1666667,1.0907389127462455,23.707754776742146
2013-02-01,TotalFruitVeg,2009158413,1689029651.4166667,1.1895341276660398,23.73232668001087
2013-03-01,TotalFruitVeg,1822434116,1726735706.8333333,1.055421573080323,23.754405238190838
2013-04-01,TotalFruitVeg,2001361067,1786709917.0833333,1.120137660772079,23.78854838017878
2013-05-01,TotalFruitVeg,2744176759,1845124004.25,1.4872587168554257,23.820718972943954
2013-06-01,TotalFruitVeg,3000501079,1892543368.8333333,1.5854331945109783,23.846094108961587
2013-07-01,TotalFruitVeg,3340039939,1974442142.8333333,1.6916372815093117,23.888458385863455
2013-08-01,TotalFruitVeg,3034560181,2035129199.0833333,1.4910896970899108,23.918731792106698
2013-09-01,TotalFruitVeg,2609569082,2114565125.8333333,1.234092556487987,23.95702166382794
2013-10-01,TotalFruitVeg,1588490817,2148384006.75,0.7393886809849294,23.972888421495025
2013-11-01,TotalFruitVeg,1092253267,2182653244.0833335,0.5004245497817141,23.98871370793044
2013-12-01,TotalFruitVeg,1644642338,2223730040.25,0.7395872287695062,24.007358470975344
2014-01-01,TotalFruitVeg,2105301779,2249374069.75,0.9359500526446397,24.01882447302616
2014-02-01,TotalFruitVeg,2392773392,2281341984.6666665,1.048844674793295,24.032936346315825
2014-03-01,TotalFruitVeg,2572341673,2343834281.0833335,1.0974929813771002,24.05996065675334
2014-04-01,TotalFruitVeg,2407940482,2377715899,1.01271160402835,24.074312807302327
2014-05-01,TotalFruitVeg,3060529584,2404078634.4166665,1.2730571871425564,24.085339212696322
2014-06-01,TotalFruitVeg,3687324332,2461313905.5,1.4981121764925567,24.10886780202064
2014-07-01,TotalFruitVeg,4303486601,2541601127.3333335,1.6932187174134794,24.1409667342601
2014-08-01,TotalFruitVeg,3785877336,2604210890.25,1.4537522096133166,24.16530219484063
2014-09-01,TotalFruitVeg,3185155534,2652176427.9166665,1.200959144524936,24.183553083209
2014-10-01,TotalFruitVeg,1552506960,2649177773.1666665,0.5860335141436082,24.182421804310792
2014-11-01,TotalFruitVeg,1266456387,2663694699.8333335,0.47545102938382605,24.18788663068056
2014-12-01,TotalFruitVeg,2496453788,2734678987.3333335,0.9128873259213383,24.214186543629523
2015-01-01,TotalFruitVeg,2549750019,2771716340.6666665,0.9199173745126898,24.227639232619147
2015-02-01,TotalFruitVeg,2592265823,2788340709.9166665,0.9296804417697841,24.233619178018625
2015-03-01,TotalFruitVeg,2935335576,2818590201.8333335,1.0414197757768158,24.244409318250657
2015-04-01,TotalFruitVeg,2487361410,2825208612.5,0.8804169005413578,24.246754693739142
2015-05-01,TotalFruitVeg,3457017809,2858249297.9166665,1.20948785381309,24.25838179054034
2015-06-01,TotalFruitVeg,4523685872,2927946092.9166665,1.5450031279413827,24.282473671774877
2015-07-01,TotalFruitVeg,4790696092,2968546883.8333335,1.6138185716688749,24.29624505511741
2015-08-01,TotalFruitVeg,4696545272,3044435878.5,1.542665196257639,24.32148810915687
2015-09-01,TotalFruitVeg,4027106265,3114598439.4166665,1.2929776802155712,24.34427271875921
2015-10-01,TotalFruitVeg,2029927298,3154383467.5833335,0.6435258486677231,24.356965549236566
2015-11-01,TotalFruitVeg,1832777314,3201576878.1666665,0.5724608165740851,24.371815949593728
2015-12-01,TotalFruitVeg,3392975734,3276287040.3333335,1.035616138705232,24.39488326803627
2016-01-01,TotalFruitVeg,2765367183,3294255137.3333335,0.8394514291441728,24.400352570661383
2016-02-01,TotalFruitVeg,3837137667,3397994457.6666665,1.129235999294385,24.431357878925336
2016-03-01,TotalFruitVeg,3534275891,3447906150.5833335,1.0250499104803228,24.445939620657114
2016-04-01,TotalFruitVeg,3330999492,3518209324.0833335,0.946788319045766,24.466124632156117
2016-05-01,TotalFruitVeg,4624472868,3615497245.6666665,1.2790696697508581,24.493401883554423
2016-06-01,TotalFruitVeg,5812897479,3722931546.25,1.5613764064115445,24.522683894738254
2016-07-01,TotalFruitVeg,5305456573,3765828253,1.4088418845903221,24.534140311309162
2016-08-01,TotalFruitVeg,5335948561,3819111860.4166665,1.3971700112543564,24.54819038504809
2016-09-01,TotalFruitVeg,4532859361,3861257951.75,1.1739333185304588,24.559165511354912
2016-10-01,TotalFruitVeg,1675203211,3831697611.1666665,0.4371960893046406,24.551480432238396
2016-11-01,TotalFruitVeg,1649279366,3816406115.5,0.4321550998730444,24.54748165905505
2016-12-01,TotalFruitVeg,2954666357,3779880334.0833335,0.7816825126334435,24.537864838214883
2017-01-01,TotalFruitVeg,3198834671,3816002624.75,0.8382684671789415,24.547375928147783
2017-02-01,TotalFruitVeg,3418490095,3781115327.0833335,0.9040956964507468,24.5381915129192
2017-03-01,TotalFruitVeg,3741116385,3798352034.9166665,0.9849314520111556,24.54273978438061
2017-04-01,TotalFruitVeg,2832234209,3756788261.3333335,0.7538977477519063,24.531736893296028
2017-05-01,TotalFruitVeg,4393897889,3737573679.75,1.1756016778494385,24.52660913890239
2017-06-01,TotalFruitVeg,5932389915,3747531382.75,1.5830127380138748,24.529269812010174
2017-07-01,TotalFruitVeg,5840998785,3792159900.4166665,1.5402828304677278,24.541108238069548
2017-08-01,TotalFruitVeg,6108465568,3856536317.6666665,1.5839253321736708,24.55794194034289
2017-09-01,TotalFruitVeg,5051109316,3899723813.9166665,1.2952479603746465,24.56907822041793
2017-10-01,TotalFruitVeg,2511607733,3969424190.75,0.6327385566029531,24.586793530800826
2017-11-01,TotalFruitVeg,1970489372,3996191691.25,0.49309180445836803,24.593514317153442
2017-12-01,TotalFruitVeg,3013973634,4001133964.3333335,0.7532798603763287,24.594750298761632
2018-01-01,TotalFruitVeg,3336970668,4012645297.4166665,0.8316136664629529,24.59762318572912
2018-02-01,TotalFruitVeg,2964093419,3974778907.75,0.745725356753964,24.588141612601994
2018-03-01,TotalFruitVeg,3442293293,3949876983.4166665,0.8714937977694678,24.581856921723656
2018-04-01,TotalFruitVeg,3286605363,3987741246.25,0.8241771870455898,24.591397453642244
2018-05-01,TotalFruitVeg,4835750998,4024562338.6666665,1.2015594718311853,24.60058865595779
2018-06-01,TotalFruitVeg,5740484092,4008570186.75,1.4320527830533438,24.596607102561848
2018-07-01,TotalFruitVeg,6845232731,4092256348.9166665,1.6727282328762523,24.617268979224413
2018-08-01,TotalFruitVeg,6900692631,4158275270.8333335,1.6595083734360558,24.63327287668055
2018-09-01,TotalFruitVeg,5840605861,4224066649.5833335,1.3826973732945533,24.64897081179782
2018-10-01,TotalFruitVeg,3313006050,4290849842.6666665,0.7721095287597017,24.664657298579115
2018-11-01,TotalFruitVeg,2248868045,4314048065.416667,0.5212895199355633,24.670049176367787
2018-12-01,TotalFruitVeg,2791641632,4295520398.583333,0.6498960249195153,24.6657451986454
2019-01-01,TotalFruitVeg,3585730888,4316250416.916667,0.8307513563037159,24.670559553048808
2019-02-01,TotalFruitVeg,3536498626,4363950850.833333,0.8103891970563042,24.681550292229655
2019-03-01,TotalFruitVeg,3566540243,4374304763.333333,0.8153387648925962,24.683920082678167
2019-04-01,TotalFruitVeg,3219219112,4368689242.416667,0.7368844368108901,24.682635506322477
2019-05-01,TotalFruitVeg,4455544795,4337005392.166667,1.0273320856477224,24.675356594881002
2019-06-01,TotalFruitVeg,5500229774,4316984199,1.2740907820033465,24.670729543120373
2019-07-01,TotalFruitVeg,6957498968,4326339718.75,1.6081721317091149,24.67289434071274
2019-08-01,TotalFruitVeg,7367888225,4365272684.916667,1.6878414607312562,24.681853144846045
2019-09-01,TotalFruitVeg,5887463097,4369177454.583333,1.3474991936580563,24.682747252629465
2019-10-01,TotalFruitVeg,3002375221,4343291552.166667,0.6912672531739791,24.67680496954819
2019-11-01,TotalFruitVeg,2256182738,4343901109.916667,0.5193909071386025,24.676945304354778
2019-12-01,TotalFruitVeg,3153013263,4374015412.5,0.7208509723101028,24.68385393264533
2020-01-01,TotalFruitVeg,3965556870,4405667577.666667,0.900103514414549,24.6910642846211
2020-02-01,TotalFruitVeg,4135903109,4455617951.25,0.9282445564794652,24.702338247633858
2020-03-01,TotalFruitVeg,4704671614,4550462232.166667,1.033888729092892,24.723401304024588
2020-04-01,TotalFruitVeg,5139091273,4710451578.916667,1.0909975799351945,24.75795626679461
2020-05-01,TotalFruitVeg,5816856241,4823894199.416667,1.2058424170462545,24.781754013791225
2020-06-01,TotalFruitVeg,7862049376,5020712499.583333,1.5659230391408527,24.821744342554545
2020-07-01,TotalFruitVeg,8928478408,5184960786.25,1.721995358514077,24.853934765465414
2020-08-01,TotalFruitVeg,8535236919,5282239844.083333,1.6158366849927057,24.8725227073943
2020-09-01,TotalFruitVeg,7008172491,5375632293.583333,1.3036926836244662,24.890048689845067
2020-10-01,TotalFruitVeg,3864266353,5447456554.583333,0.709370752071206,24.90332129924477
2020-11-01,TotalFruitVeg,2546819542,5471676288.25,0.4654550832016684,24.907757507455717
2020-12-01,TotalFruitVeg,3387973934,5491256344.166667,0.6169761019441438,24.911329558364457
2021-01-01,TotalFruitVeg,4136735875,5505521261.25,0.7513795113490808,24.913923941118462
2021-02-01,TotalFruitVeg,4509094248,5536620522.833333,0.8144127323525683,24.919556787430405
2021-03-01,TotalFruitVeg,6397124757,5677658284.75,1.1267188753121093,24.944711360647638
2021-04-01,TotalFruitVeg,5091692831,5673708414.583333,0.8974188412489866,24.94401543205495
2021-05-01,TotalFruitVeg,5802197248,5672486831.833333,1.0228665874442842,24.94380010299914
2021-06-01,TotalFruitVeg,7626805131,5652883144.75,1.3491885354260755,24.940338192844724
2021-07-01,TotalFruitVeg,6728522110,5469553453.25,1.230177594480208,24.907369464232644
2021-08-01,TotalFruitVeg,8067802365,5430600573.75,1.485618810559829,24.90022221746476
2021-09-01,TotalFruitVeg,8313965380,5539416647.833333,1.5008738119115654,24.920061683724327
2021-10-01,TotalFruitVeg,4751361851,5613341272.666667,0.8464409377951154,24.933318621250027
2021-11-01,TotalFruitVeg,3055679595,5655746277.083333,0.5402787616872752,24.940844555249523
2021-12-01,TotalFruitVeg,3433461746,5659536928.083333,0.6066683175018669,24.94151456077622
2022-01-01,TotalFruitVeg,4732302788,5709167504.166667,0.8288954185608093,24.95024570365512
2022-02-01,TotalFruitVeg,5589777788,5799224465.833333,0.9638836746073018,24.965896682559077
2022-03-01,TotalFruitVeg,6068632207,5771850086.666667,1.0514188892429688,24.961165154797772
2022-04-01,TotalFruitVeg,4812145333,5748554461.833333,0.8371052870681697,24.957120911995883
2022-05-01,TotalFruitVeg,6034416943,5767906103.083333,1.0462058215154022,24.96048160764616
